endpoint,name,output_type,resolutions,duration_options,supports_768p,supports_2k,single_prompt_2k,historical_price,dated_page_evidence,verification
hitem3d-portrait-v21/multi-image-to-3d,hitem3d-portrait-v21/multi-image-to-3d,3d,1536pro,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""requestType""],""rules"":[{""when"":{""resolution"":""1536pro"",""requestType"":""both""},""price"":5.8},{""when"":{""resolution"":""1536pro"",""requestType"":""mesh""},""price"":5.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
hitem3d-portrait-v20/image-to-3d,hitem3d-portrait-v20/image-to-3d,3d,1536pro,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""requestType""],""rules"":[{""when"":{""resolution"":""1536pro"",""requestType"":""both""},""price"":9.8},{""when"":{""resolution"":""1536pro"",""requestType"":""mesh""},""price"":5.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
hitem3d-portrait-v20/multi-image-to-3d,hitem3d-portrait-v20/multi-image-to-3d,3d,1536pro,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""requestType""],""rules"":[{""when"":{""resolution"":""1536pro"",""requestType"":""both""},""price"":9.8},{""when"":{""resolution"":""1536pro"",""requestType"":""mesh""},""price"":5.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
hitem3d-portrait-v15/image-to-3d,hitem3d-portrait-v15/image-to-3d,3d,1536,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""requestType""],""rules"":[{""when"":{""resolution"":""1536"",""requestType"":""both""},""price"":7.0},{""when"":{""resolution"":""1536"",""requestType"":""mesh""},""price"":5.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
hitem3d-portrait-v15/multi-image-to-3d,hitem3d-portrait-v15/multi-image-to-3d,3d,1536,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""requestType""],""rules"":[{""when"":{""resolution"":""1536"",""requestType"":""both""},""price"":7.0},{""when"":{""resolution"":""1536"",""requestType"":""mesh""},""price"":5.6}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/wan-2.6/reference-to-video-flash,万相2.6-参考生视频Flash,video,,2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""audio"",""size""],""rules"":[{""when"":{""audio"":""false"",""size"":""1080*1920""},""price"":0.18},{""when"":{""audio"":""false"",""size"":""1088*832""},""price"":0.11},{""when"":{""audio"":""false"",""size"":""1248*1632""},""price"":0.18},{""when"":{""audio"":""false"",""size"":""1280*720""},""price"":0.11},{""when"":{""audio"":""false"",""size"":""1440*1440""},""price"":0.18},{""when"":{""audio"":""false"",""size"":""1632*1248""},""price"":0.18},{""when"":{""audio"":""false"",""size"":""1920*1080""},""price"":0.18},{""when"":{""audio"":""false"",""size"":""720*1280""},""price"":0.11},{""when"":{""audio"":""false"",""size"":""832*1088""},""price"":0.11},{""when"":{""audio"":""false"",""size"":""960*960""},""price"":0.11},{""when"":{""audio"":""true"",""size"":""1080*1920""},""price"":0.38},{""when"":{""audio"":""true"",""size"":""1088*832""},""price"":0.23},{""when"":{""audio"":""true"",""size"":""1248*1632""},""price"":0.38},{""when"":{""audio"":""true"",""size"":""1280*720""},""price"":0.23},{""when"":{""audio"":""true"",""size"":""1440*1440""},""price"":0.38},{""when"":{""audio"":""true"",""size"":""1632*1248""},""price"":0.38},{""when"":{""audio"":""true"",""size"":""1920*1080""},""price"":0.38},{""when"":{""audio"":""true"",""size"":""720*1280""},""price"":0.23},{""when"":{""audio"":""true"",""size"":""832*1088""},""price"":0.23},{""when"":{""audio"":""true"",""size"":""960*960""},""price"":0.23}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/wan-2.6/reference-to-video,万相2.6-参考生视频,video,,2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""size""],""rules"":[{""when"":{""size"":""1080*1920""},""price"":0.75},{""when"":{""size"":""1088*832""},""price"":0.45},{""when"":{""size"":""1248*1632""},""price"":0.75},{""when"":{""size"":""1280*720""},""price"":0.45},{""when"":{""size"":""1440*1440""},""price"":0.75},{""when"":{""size"":""1632*1248""},""price"":0.75},{""when"":{""size"":""1920*1080""},""price"":0.75},{""when"":{""size"":""720*1280""},""price"":0.45},{""when"":{""size"":""832*1088""},""price"":0.45},{""when"":{""size"":""960*960""},""price"":0.45}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-elements,kling-elements,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.06,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-v1-official/text-to-image,全能图片V1-文生图-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.2,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-v1-official/edit,全能图片V1-图生图-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.2,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g/image-to-image,全能图片X-图生图-低价渠道版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.08,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g/text-to-image,全能图片X-文生图-低价渠道版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.08,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3.0-std/motion-control,可灵动作控制V3.0-std,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.81,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3.0-pro/motion-control,可灵动作控制V3.0-pro,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":1.08,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-2.0-pro/image-edit,千问2.0Pro-图像编辑,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/张"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.33,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-3.0-pro/text-to-image,千问3.0Pro-文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""imageNum""],""rules"":[{""when"":{""imageNum"":""""},""price"":0.7}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-3.0-pro/image-edit,千问3.0Pro-图像编辑,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""imageNum""],""rules"":[{""when"":{""imageNum"":""""},""price"":0.7}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-2.0/image-edit,千问2.0-图像编辑,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/张"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.13,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/reference-to-video-q3,Vidu-参考生视频-q3,video,540p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.55},{""when"":{""resolution"":""540p""},""price"":0.22},{""when"":{""resolution"":""720p""},""price"":0.44}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
bytedance/dreamactor-v2,SD2.0 视频参考生视频(体验版),video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.32,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-2.0-pro/text-to-image,千问2.0Pro-文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/张"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.33,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/qwen-image-2.0/text-to-image,千问2.0-文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/张"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.13,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image/f-dev,f-dev,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.04,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image/f-dev-lora,f-dev-lora,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.03,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-lip-sync/identify-face,可灵对口型-人脸识别,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.04,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-lip-sync/tts,可灵对口型-语音合成,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.04,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-lip-sync/lip-sync-video,可灵对口型-视频生成,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/5秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.35,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0/text-to-video,Seedance2.0/文生视频,video,480p|720p|native1080p|native4k|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,direct_text,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.48},{""when"":{""resolution"":""2k""},""price"":1.62},{""when"":{""resolution"":""480p""},""price"":0.6},{""when"":{""resolution"":""4k""},""price"":1.83},{""when"":{""resolution"":""720p""},""price"":1.2},{""when"":{""resolution"":""native1080p""},""price"":3.0},{""when"":{""resolution"":""native4k""},""price"":6.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-fast/text-to-video,Seedance2.0-Fast/文生视频,video,480p|720p|native1080p|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,direct_text,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.28},{""when"":{""resolution"":""2k""},""price"":1.42},{""when"":{""resolution"":""480p""},""price"":0.5},{""when"":{""resolution"":""4k""},""price"":1.63},{""when"":{""resolution"":""720p""},""price"":1.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0/image-to-video,Seedance2.0/图生视频,video,480p|720p|native1080p|native4k|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,required_media,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.48},{""when"":{""resolution"":""2k""},""price"":1.62},{""when"":{""resolution"":""480p""},""price"":0.6},{""when"":{""resolution"":""4k""},""price"":1.83},{""when"":{""resolution"":""720p""},""price"":1.2},{""when"":{""resolution"":""native1080p""},""price"":3.0},{""when"":{""resolution"":""native4k""},""price"":6.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-fast/image-to-video,Seedance2.0-Fast/图生视频,video,480p|720p|native1080p|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,required_media,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.28},{""when"":{""resolution"":""2k""},""price"":1.42},{""when"":{""resolution"":""480p""},""price"":0.5},{""when"":{""resolution"":""4k""},""price"":1.63},{""when"":{""resolution"":""720p""},""price"":1.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0/multimodal-video,Seedance2.0/全能参考视频,video,480p|720p|native1080p|native4k|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,optional_media,"{""currency"":""CNY"",""unit"":""/秒起"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.48},{""when"":{""resolution"":""2k""},""price"":1.62},{""when"":{""resolution"":""480p""},""price"":0.6},{""when"":{""resolution"":""4k""},""price"":1.83},{""when"":{""resolution"":""720p""},""price"":1.2},{""when"":{""resolution"":""native1080p""},""price"":3.0},{""when"":{""resolution"":""native4k""},""price"":6.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video/sparkvideo-2.0-fast/multimodal-video,Seedance2.0-Fast/全能参考视频,video,480p|720p|native1080p|1080p|2k|4k,4|5|6|7|8|9|10|11|12|13|14|15,False,True,optional_media,"{""currency"":""CNY"",""unit"":""/秒起"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.28},{""when"":{""resolution"":""2k""},""price"":1.42},{""when"":{""resolution"":""480p""},""price"":0.5},{""when"":{""resolution"":""4k""},""price"":1.63},{""when"":{""resolution"":""720p""},""price"":1.0}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/reference-to-video-q3-mix,Vidu-参考生视频-q3-mix,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.66},{""when"":{""resolution"":""720p""},""price"":0.55}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/wan-2.7/text-to-video,万相2.7-文生视频,video,720P|1080P,2|3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080P""},""price"":0.85},{""when"":{""resolution"":""720P""},""price"":0.51}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/wan-2.7/reference-to-video,万相2.7-参考生视频,video,720P|1080P,2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/参考视频秒+0.001/次起"",""pricing_type"":""unparsed"",""depends_on"":null,""rules"":null,""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
